time,tag,type,content
2019-03-05 11:39:06,SCRIPT,DEBUG,"[map_mgr:init_data    7 ]map_id=31104;space_name=31104;space_table={s013global_params={s009spacename=s00531104,s007mapname=s00530004,s014enter_rotation=0,s011enter_pos_x=7841,s011enter_pos_z=5038,s011enter_pos_y=3018},s013base_settings={s009lightmaps={1=s025Lightmap-0_comp_light.exr},s011is_path_fog=1,s013path_fog_mode=1,s021path_fog_end_distance=50,s015camera_near_far={1=0.3,2=31},s014path_fog_color={1=0.2867,2=0.1792,3=0.2259},s009use_unity=0,s018path_ambient_light={1=0.1897,2=0.3194,3=0.5735},s018fog_start_distance=10,s009fog_color={1=0.2867,2=0.1792,3=0.2259},s008fog_mode=1,s016fog_end_distance=50,s006is_fog=1,s013ambient_light={1=0.1897,2=0.3194,3=0.5735},s013staticPrefabs={1=s041Scenes/30004/30004_p/30004_static1.prefab,2=s041Scenes/30004/30004_p/30004_static2.prefab},s023path_fog_start_distance=10},s011id2entities={30002={s012rotation_pos={1=0,2=0,3=0},s005count=1,s009src_event={1=10002},s005pos_x=13288,s007boxSize={1=1,2=1,3=1},s017trigger_event_ids={540002=0,40002=0"
2019-03-05 11:39:06,SCRIPT,DEBUG,[map_mgr:init_data    2  ]space_name=99999
2019-03-05 11:39:06,SCRIPT,DEBUG,"[map_mgr:init_data    7 ]map_id=90002;space_name=99999;space_table={s013global_params={s009spacename=s00599999,s007mapname=s00540013,s014enter_rotation=45,s011enter_pos_x=7230,s011enter_pos_z=3659,s011enter_pos_y=989},s013base_settings={s009lightmaps={1=s025Lightmap-0_comp_light.exr},s011is_path_fog=1,s013path_fog_mode=1,s021path_fog_end_distance=60,s015camera_near_far={1=0.3,2=62},s014path_fog_color={1=0.1151,2=0.3031,3=0.5220},s009use_unity=0,s018path_ambient_light={1=0.2188,2=0.2788,3=0.6764},s018fog_start_distance=10,s009fog_color={1=0.1151,2=0.3031,3=0.5220},s008fog_mode=1,s016fog_end_distance=60,s006is_fog=1,s013ambient_light={1=0.2188,2=0.2788,3=0.6764},s013staticPrefabs={1=s041Scenes/40013/40013_p/40013_static1.prefab,2=s041Scenes/40013/40013_p/40013_static2.prefab},s023path_fog_start_distance=10},s011id2entities={30002={s012rotation_pos={1=0,2=0,3=0},s005count=1,s009src_event={1=10002},s005pos_x=3861,s007boxSize={1=1,2=1,3=1},s017trigger_event_ids={270009=0,540004=0"
2019-03-05 11:39:07,SCRIPT,DEBUG,[map_mgr:init_data    2  ]space_name=100011
2019-03-05 11:39:07,SCRIPT,DEBUG,"[map_mgr:init_data    7 ]map_id=50023;space_name=100011;space_table={s013global_params={s009spacename=s006100011,s007mapname=s00510001,s014enter_rotation=0,s011enter_pos_x=19311,s011enter_pos_z=17172,s011enter_pos_y=5356},s013base_settings={s013path_fog_mode=1,s018fog_start_distance=24,s008fog_mode=1,s009lightmaps={1=s025Lightmap-0_comp_light.exr,2=s025Lightmap-1_comp_light.exr},s011is_path_fog=1,s015camera_near_far={1=0.3,2=150},s014path_fog_color={1=0.5125,2=0.6987,3=0.8823},s009use_unity=0,s006is_fog=1,s021path_fog_end_distance=150,s013staticPrefabs={1=s041Scenes/10001/10001_p/10001_static1.prefab,2=s041Scenes/10001/10001_p/10001_static2.prefab},s006skybox=s023Scenes/Skybox/10003.mat,s016fog_end_distance=150,s018path_ambient_light={1=0.5738,2=0.5560,3=0.8897},s013ambient_light={1=0.5738,2=0.5560,3=0.8897},s009fog_color={1=0.5125,2=0.6987,3=0.8823},s023path_fog_start_distance=24},s011id2entities={30002={s012rotation_pos={1=0,2=0,3=0},s005count=1,s009src_event={1=10002},s00"
2019-03-05 11:39:07,SCRIPT,DEBUG,[map_mgr:init_data    2  ]space_name=24002
2019-03-05 11:39:08,SCRIPT,DEBUG,"[map_mgr:init_data    7 ]map_id=24002;space_name=24002;space_table={s013global_params={s009spacename=s00524002,s007mapname=s00520007,s014enter_rotation=0,s011enter_pos_x=21269,s011enter_pos_z=4629,s011enter_pos_y=1620},s013base_settings={s009lightmaps={1=s025Lightmap-0_comp_light.exr},s011is_path_fog=1,s013path_fog_mode=1,s021path_fog_end_distance=100,s015camera_near_far={1=0.3,2=100},s014path_fog_color={1=0,2=0.478,3=0.328},s009use_unity=0,s018path_ambient_light={1=0.3378,2=0.4365,3=0.6470},s018fog_start_distance=15,s009fog_color={1=0,2=0.478,3=0.328},s008fog_mode=1,s016fog_end_distance=100,s006is_fog=1,s013ambient_light={1=0.3378,2=0.4365,3=0.6470},s013staticPrefabs={1=s041Scenes/20007/20007_p/20007_static1.prefab,2=s041Scenes/20007/20007_p/20007_static2.prefab},s023path_fog_start_distance=15},s011id2entities={300002={s007boxSize={1=1,2=1,3=1},s012rotation_pos={1=0,2=0,3=0},s002id=300002,s005pos_z=6858,s017is_not_notice_all=0,s004type=s013PositionPoint,s005pos_x=15260,s005"
2019-03-05 11:39:08,SCRIPT,DEBUG,[map_mgr:init_data    2  ]space_name=31100
2019-03-05 11:39:08,SCRIPT,DEBUG,"[map_mgr:init_data    7 ]map_id=31100;space_name=31100;space_table={s013global_params={s009spacename=s00531100,s007mapname=s00530004,s014enter_rotation=0,s011enter_pos_x=7841,s011enter_pos_z=5038,s011enter_pos_y=3012},s013base_settings={s009lightmaps={1=s025Lightmap-0_comp_light.exr},s011is_path_fog=1,s013path_fog_mode=1,s021path_fog_end_distance=50,s015camera_near_far={1=0.3,2=31},s014path_fog_color={1=0.2867,2=0.1792,3=0.2259},s009use_unity=0,s018path_ambient_light={1=0.1897,2=0.3194,3=0.5735},s018fog_start_distance=10,s009fog_color={1=0.2867,2=0.1792,3=0.2259},s008fog_mode=1,s016fog_end_distance=50,s006is_fog=1,s013ambient_light={1=0.1897,2=0.3194,3=0.5735},s013staticPrefabs={1=s041Scenes/30004/30004_p/30004_static1.prefab,2=s041Scenes/30004/30004_p/30004_static2.prefab},s023path_fog_start_distance=10},s011id2entities={30002={s012rotation_pos={1=0,2=0,3=0},s005count=1,s009src_event={1=10002},s005pos_x=13288,s007boxSize={1=1,2=1,3=1},s017trigger_event_ids={540002=0,40002=0"
2019-03-05 11:39:08,SCRIPT,DEBUG,[map_mgr:init_data    2  ]space_name=31101
2019-03-05 11:39:08,SCRIPT,DEBUG,"[map_mgr:init_data    7 ]map_id=31101;space_name=31101;space_table={s013global_params={s009spacename=s00531101,s007mapname=s00530004,s014enter_rotation=0,s011enter_pos_x=7841,s011enter_pos_z=5038,s011enter_pos_y=3094},s013base_settings={s009lightmaps={1=s025Lightmap-0_comp_light.exr},s011is_path_fog=1,s013path_fog_mode=1,s021path_fog_end_distance=50,s015camera_near_far={1=0.3,2=31},s014path_fog_color={1=0.2867,2=0.1792,3=0.2259},s009use_unity=0,s018path_ambient_light={1=0.1897,2=0.3194,3=0.5735},s018fog_start_distance=10,s009fog_color={1=0.2867,2=0.1792,3=0.2259},s008fog_mode=1,s016fog_end_distance=50,s006is_fog=1,s013ambient_light={1=0.1897,2=0.3194,3=0.5735},s013staticPrefabs={1=s041Scenes/30004/30004_p/30004_static1.prefab,2=s041Scenes/30004/30004_p/30004_static2.prefab},s023path_fog_start_distance=10},s011id2entities={30002={s012rotation_pos={1=0,2=0,3=0},s005count=1,s009src_event={1=10002},s005pos_x=13288,s007boxSize={1=1,2=1,3=1},s017trigger_event_ids={540002=0,40002=0"
2019-03-05 11:39:08,SCRIPT,DEBUG,[map_mgr:init_data    2  ]space_name=20002
2019-03-05 11:39:08,SCRIPT,DEBUG,"[map_mgr:init_data    7 ]map_id=20002;space_name=20002;space_table={s013global_params={s009spacename=s00520002,s007mapname=s00520001,s014enter_rotation=0,s011enter_pos_x=12693,s011enter_pos_z=4647,s011enter_pos_y=2767},s013base_settings={s013path_fog_mode=1,s018fog_start_distance=15.5,s008fog_mode=1,s009lightmaps={1=s025Lightmap-0_comp_light.exr,2=s025Lightmap-1_comp_light.exr},s011is_path_fog=1,s015camera_near_far={1=0.3,2=110},s014path_fog_color={1=0.3114,2=0.4419,3=0.5882},s009use_unity=0,s006is_fog=1,s021path_fog_end_distance=24.3,s013staticPrefabs={1=s041Scenes/20001/20001_p/20001_static1.prefab,2=s041Scenes/20001/20001_p/20001_static2.prefab},s006skybox=s023Scenes/Skybox/20001.mat,s016fog_end_distance=24.3,s018path_ambient_light={1=0.2058,2=0.2058,3=0.2058},s013ambient_light={1=0.2058,2=0.2058,3=0.2058},s009fog_color={1=0.3114,2=0.4419,3=0.5882},s023path_fog_start_distance=15.5},s011id2entities={30002={s012rotation_pos={1=0,2=0,3=0},s005count=1,s009src_event={1=10002},"
2019-03-05 11:39:08,SCRIPT,DEBUG,[map_mgr:init_data    2  ]space_name=70000
2019-03-05 11:39:08,SCRIPT,DEBUG,"[map_mgr:init_data    7 ]map_id=70000;space_name=70000;space_table={s013global_params={s009spacename=s00570000,s007mapname=s00570000,s014enter_rotation=0,s011enter_pos_x=3577,s011enter_pos_z=3220,s011enter_pos_y=0},s013base_settings={s013path_fog_mode=1,s018fog_start_distance=16.5,s008fog_mode=1,s009lightmaps={1=s025Lightmap-0_comp_light.exr},s011is_path_fog=1,s015camera_near_far={1=0.3,2=24.3},s014path_fog_color={1=0.5019,2=0.1803,3=0.1137},s009use_unity=0,s006is_fog=1,s021path_fog_end_distance=24.3,s013staticPrefabs={1=s041Scenes/70000/70000_p/70000_static1.prefab,2=s041Scenes/70000/70000_p/70000_static2.prefab},s006skybox=s023Scenes/Skybox/40002.mat,s016fog_end_distance=24.3,s018path_ambient_light={1=0.2316,2=0.2987,3=0.5},s013ambient_light={1=0.2316,2=0.2987,3=0.5},s009fog_color={1=0.5019,2=0.1803,3=0.1137},s023path_fog_start_distance=16.5},s011id2entities={70002={s010death_type=3,s004type=s018EntityMonsterDeath,s005pos_x=9073,s004name=s000,s012rotation_pos={1=0,2=0,3=0}"
2019-03-05 11:39:08,SCRIPT,DEBUG,[map_mgr:init_data    2  ]space_name=70009
2019-03-05 11:39:08,SCRIPT,DEBUG,"[map_mgr:init_data    7 ]map_id=70008;space_name=70009;space_table={s013global_params={s009spacename=s00570009,s007mapname=s00530018,s014enter_rotation=0,s011enter_pos_x=2987,s011enter_pos_z=2229,s011enter_pos_y=2862},s013base_settings={s013path_fog_mode=1,s018fog_start_distance=24.4,s008fog_mode=1,s009lightmaps={1=s025Lightmap-0_comp_light.exr},s011is_path_fog=1,s015camera_near_far={1=0.3,2=60},s014path_fog_color={1=0.0749,2=0.0970,3=0.1617},s009use_unity=0,s006is_fog=1,s021path_fog_end_distance=30.1,s013staticPrefabs={1=s041Scenes/30018/30018_p/30018_static1.prefab},s006skybox=s022Scenes/Skybox/1000.mat,s016fog_end_distance=30.1,s018path_ambient_light={1=0.212,2=0.227,3=0.259},s013ambient_light={1=0.212,2=0.227,3=0.259},s009fog_color={1=0.0749,2=0.0970,3=0.1617},s023path_fog_start_distance=24.4},s011id2entities={70002={s010death_type=3,s004type=s018EntityMonsterDeath,s005pos_x=2787,s004name=s000,s012rotation_pos={1=0,2=0,3=0},s002id=70002,s007boxSize={1=1,2=1,3=1},s017is_n"
2019-03-05 11:39:08,SCRIPT,DEBUG,[map_mgr:init_data    2  ]space_name=31001
2019-03-05 11:39:09,SCRIPT,DEBUG,"[map_mgr:init_data    7 ]map_id=31001;space_name=31001;space_table={s013global_params={s009spacename=s00531001,s007mapname=s00530009,s014enter_rotation=0,s011enter_pos_x=15619,s011enter_pos_z=2812,s011enter_pos_y=860},s013base_settings={s013path_fog_mode=1,s018fog_start_distance=10,s008fog_mode=1,s009lightmaps={1=s025Lightmap-0_comp_light.exr},s011is_path_fog=1,s015camera_near_far={1=0.3,2=53},s014path_fog_color={1=0.1588,2=0.0785,3=0.2426},s009use_unity=0,s006is_fog=1,s021path_fog_end_distance=50,s013staticPrefabs={1=s041Scenes/30009/30009_p/30009_static1.prefab,2=s041Scenes/30009/30009_p/30009_static2.prefab},s006skybox=s023Scenes/Skybox/30009.mat,s016fog_end_distance=50,s018path_ambient_light={1=0.0632,2=0.0431,3=0.3088},s013ambient_light={1=0.0632,2=0.0431,3=0.3088},s009fog_color={1=0.1588,2=0.0785,3=0.2426},s023path_fog_start_distance=10},s011id2entities={300002={s007boxSize={1=1,2=1,3=1},s012rotation_pos={1=0,2=306.67,3=0},s002id=300002,s005pos_z=2795,s017is_not_notice"
2019-03-05 11:39:09,SCRIPT,DEBUG,[map_mgr:init_data    2  ]space_name=23000
2019-03-05 11:39:09,SCRIPT,DEBUG,"[map_mgr:init_data    7 ]map_id=23000;space_name=23000;space_table={s013global_params={s009spacename=s00523000,s007mapname=s00550001,s014enter_rotation=0,s011enter_pos_x=11269,s011enter_pos_z=5909,s011enter_pos_y=1072},s013base_settings={s009lightmaps={1=s023Lightmap-0_comp_dir.exr,2=s025Lightmap-0_comp_light.exr,3=s023Lightmap-1_comp_dir.exr,4=s025Lightmap-1_comp_light.exr},s011is_path_fog=1,s013path_fog_mode=1,s021path_fog_end_distance=100,s015camera_near_far={1=0.3,2=100},s014path_fog_color={1=1,2=0.709,3=0.3823},s009use_unity=1,s018path_ambient_light={1=0.4038,2=0.4059,3=0.7132},s018fog_start_distance=15,s009fog_color={1=1,2=0.709,3=0.3823},s008fog_mode=1,s016fog_end_distance=100,s006is_fog=1,s013ambient_light={1=0.4038,2=0.4059,3=0.7132},s013staticPrefabs={1=s041Scenes/50001/50001_p/50001_static1.prefab,2=s041Scenes/50001/50001_p/50001_static2.prefab},s023path_fog_start_distance=15},s011id2entities={300097={s007boxSize={1=1,2=1,3=1},s012rotation_pos={1=0,2=0,3=0},s002id"
2019-03-05 11:39:09,SCRIPT,DEBUG,[map_mgr:init_data    2  ]space_name=23002
2019-03-05 11:39:09,SCRIPT,DEBUG,"[map_mgr:init_data    7 ]map_id=23002;space_name=23002;space_table={s013global_params={s009spacename=s00523002,s007mapname=s00550001,s014enter_rotation=0,s011enter_pos_x=11269,s011enter_pos_z=5909,s011enter_pos_y=1067},s013base_settings={s009lightmaps={1=s023Lightmap-0_comp_dir.exr,2=s025Lightmap-0_comp_light.exr,3=s023Lightmap-1_comp_dir.exr,4=s025Lightmap-1_comp_light.exr},s011is_path_fog=1,s013path_fog_mode=1,s021path_fog_end_distance=100,s015camera_near_far={1=0.3,2=100},s014path_fog_color={1=1,2=0.709,3=0.3823},s009use_unity=1,s018path_ambient_light={1=0.4038,2=0.4059,3=0.7132},s018fog_start_distance=15,s009fog_color={1=1,2=0.709,3=0.3823},s008fog_mode=1,s016fog_end_distance=100,s006is_fog=1,s013ambient_light={1=0.4038,2=0.4059,3=0.7132},s013staticPrefabs={1=s041Scenes/50001/50001_p/50001_static1.prefab,2=s041Scenes/50001/50001_p/50001_static2.prefab},s023path_fog_start_distance=15},s011id2entities={300036={s007boxSize={1=1,2=1,3=1},s012rotation_pos={1=0,2=0,3=0},s002id"
2019-03-05 11:39:09,SCRIPT,DEBUG,[map_mgr:init_data    2  ]space_name=31005
2019-03-05 11:39:10,SCRIPT,DEBUG,"[map_mgr:init_data    7 ]map_id=31005;space_name=31005;space_table={s013global_params={s009spacename=s00531005,s007mapname=s00530011,s014enter_rotation=298.2788,s011enter_pos_x=13582,s011enter_pos_z=7662,s011enter_pos_y=3479},s013base_settings={s013path_fog_mode=1,s018fog_start_distance=30,s008fog_mode=1,s009lightmaps={1=s025Lightmap-0_comp_light.exr},s011is_path_fog=1,s015camera_near_far={1=0.3,2=95},s014path_fog_color={1=0.4268,2=0.2994,3=0.5220},s009use_unity=0,s006is_fog=1,s021path_fog_end_distance=100,s013staticPrefabs={1=s041Scenes/30011/30011_p/30011_static1.prefab,2=s041Scenes/30011/30011_p/30011_static2.prefab},s006skybox=s023Scenes/Skybox/30011.mat,s016fog_end_distance=100,s018path_ambient_light={1=0.212,2=0.227,3=0.259},s013ambient_light={1=0.212,2=0.227,3=0.259},s009fog_color={1=0.4268,2=0.2994,3=0.5220},s023path_fog_start_distance=30},s011id2entities={300002={s007boxSize={1=1,2=1,3=1},s012rotation_pos={1=0,2=298.2788,3=0},s002id=300002,s005pos_z=7662,s017is_not_"
2019-03-05 11:39:10,SCRIPT,DEBUG,[map_mgr:init_data    2  ]space_name=31008
2019-03-05 11:39:10,SCRIPT,DEBUG,"[map_mgr:init_data    7 ]map_id=31007;space_name=31008;space_table={s013global_params={s009spacename=s00531008,s007mapname=s00530010,s014enter_rotation=352.1487,s011enter_pos_x=22711,s011enter_pos_z=13088,s011enter_pos_y=6429},s013base_settings={s013path_fog_mode=1,s018fog_start_distance=23,s008fog_mode=1,s009lightmaps={1=s023Lightmap-0_comp_dir.exr,2=s025Lightmap-0_comp_light.exr},s011is_path_fog=1,s015camera_near_far={1=0.3,2=85},s014path_fog_color={1=0.3176,2=0.6822,3=0.8308},s009use_unity=1,s006is_fog=1,s021path_fog_end_distance=49,s013staticPrefabs={1=s041Scenes/30010/30010_p/30010_static1.prefab,2=s041Scenes/30010/30010_p/30010_static2.prefab},s006skybox=s023Scenes/Skybox/30001.mat,s016fog_end_distance=49,s018path_ambient_light={1=0.212,2=0.227,3=0.259},s013ambient_light={1=0.212,2=0.227,3=0.259},s009fog_color={1=0.3176,2=0.6822,3=0.8308},s023path_fog_start_distance=23},s011id2entities={300002={s007boxSize={1=1,2=1,3=1},s012rotation_pos={1=0,2=7.5411,3=0},s002id=300002"
2019-03-05 11:39:10,SCRIPT,DEBUG,[map_mgr:init_data    2  ]space_name=51002
2019-03-05 11:39:10,SCRIPT,DEBUG,"[map_mgr:init_data    7 ]map_id=50008;space_name=51002;space_table={s013global_params={s009spacename=s00551002,s007mapname=s00530020,s014enter_rotation=97.8877,s011enter_pos_x=2654,s011enter_pos_z=2404,s011enter_pos_y=1139},s013base_settings={s013path_fog_mode=1,s018fog_start_distance=10,s008fog_mode=1,s009lightmaps={1=s025Lightmap-0_comp_light.exr},s011is_path_fog=1,s015camera_near_far={1=0.3,2=53},s014path_fog_color={1=0.1588,2=0.0785,3=0.2426},s009use_unity=0,s006is_fog=1,s021path_fog_end_distance=50,s013staticPrefabs={1=s041Scenes/30020/30020_p/30020_static1.prefab,2=s041Scenes/30020/30020_p/30020_static2.prefab},s006skybox=s023Scenes/Skybox/30009.mat,s016fog_end_distance=50,s018path_ambient_light={1=0.0632,2=0.0431,3=0.3088},s013ambient_light={1=0.0632,2=0.0431,3=0.3088},s009fog_color={1=0.1588,2=0.0785,3=0.2426},s023path_fog_start_distance=10},s011id2entities={70002={s010death_type=3,s004type=s018EntityMonsterDeath,s005pos_x=2192,s004name=s000,s012rotation_pos={1=0,2=9"
2019-03-05 11:39:10,SCRIPT,DEBUG,[map_mgr:init_data    2  ]space_name=99999
2019-03-05 11:39:10,SCRIPT,DEBUG,"[map_mgr:init_data    7 ]map_id=90003;space_name=99999;space_table={s013global_params={s009spacename=s00599999,s007mapname=s00540013,s014enter_rotation=45,s011enter_pos_x=7230,s011enter_pos_z=3659,s011enter_pos_y=989},s013base_settings={s009lightmaps={1=s025Lightmap-0_comp_light.exr},s011is_path_fog=1,s013path_fog_mode=1,s021path_fog_end_distance=60,s015camera_near_far={1=0.3,2=62},s014path_fog_color={1=0.1151,2=0.3031,3=0.5220},s009use_unity=0,s018path_ambient_light={1=0.2188,2=0.2788,3=0.6764},s018fog_start_distance=10,s009fog_color={1=0.1151,2=0.3031,3=0.5220},s008fog_mode=1,s016fog_end_distance=60,s006is_fog=1,s013ambient_light={1=0.2188,2=0.2788,3=0.6764},s013staticPrefabs={1=s041Scenes/40013/40013_p/40013_static1.prefab,2=s041Scenes/40013/40013_p/40013_static2.prefab},s023path_fog_start_distance=10},s011id2entities={30002={s012rotation_pos={1=0,2=0,3=0},s005count=1,s009src_event={1=10002},s005pos_x=3861,s007boxSize={1=1,2=1,3=1},s017trigger_event_ids={270009=0,540004=0"
2019-03-05 11:39:10,SCRIPT,DEBUG,[map_mgr:init_data    2  ]space_name=31202
2019-03-05 11:39:11,SCRIPT,DEBUG,"[map_mgr:init_data    7 ]map_id=31202;space_name=31202;space_table={s013global_params={s009spacename=s00531202,s007mapname=s00540000,s014enter_rotation=0,s011enter_pos_x=10825,s011enter_pos_z=12222,s011enter_pos_y=5577},s013base_settings={s013path_fog_mode=1,s018fog_start_distance=18.1,s008fog_mode=1,s009lightmaps={1=s025Lightmap-0_comp_light.exr},s011is_path_fog=1,s015camera_near_far={1=0.3,2=75},s014path_fog_color={1=0.1769,2=0.1046,3=0.3308},s009use_unity=0,s006is_fog=1,s021path_fog_end_distance=60.1,s013staticPrefabs={1=s041Scenes/40000/40000_p/40000_static1.prefab,2=s041Scenes/40000/40000_p/40000_static2.prefab},s006skybox=s023Scenes/Skybox/40000.mat,s016fog_end_distance=60.1,s018path_ambient_light={1=0.3205,2=0.3698,3=0.5735},s013ambient_light={1=0.3205,2=0.3698,3=0.5735},s009fog_color={1=0.1769,2=0.1046,3=0.3308},s023path_fog_start_distance=18.1},s011id2entities={540010={s002id=540010,s014use_point_face=0,s008duration=0,s004type=s017EntityZoneMonster,s004wave=0,s010mo"
